Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,Salary,SalaryType,ConvertedSalary
Yes,No,United States,"Yes, part-time","Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,Mathematics or statistics,,"C-suite executive (CEO, CTO, etc.);Data scientist or machine learning specialist;System administrator",6-8 years,250000.0,Yearly,250000.0
Yes,Yes,United States,"Yes, full-time",Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",,Data or business analyst;Data scientist or machine learning specialist;Database administrator;Designer;Educator or academic researcher;Front-end developer;Full-stack developer,12-14 years,25000.0,Yearly,25000.0
Yes,No,United States,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,,Back-end developer;Data or business analyst;Data scientist or machine learning specialist;Educator or academic researcher,3-5 years,37000.0,Yearly,37000.0
Yes,Yes,United States,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)",,Back-end developer;Data or business analyst;Data scientist or machine learning specialist;Embedded applications or devices developer;Full-stack developer;System administrator,3-5 years,2000.0,Weekly,100000.0
Yes,No,United States,No,"Independent contractor, freelancer, or self-employed","Other doctoral degree (Ph.D, Ed.D., etc.)","A natural science (ex. biology, chemistry, physics)",,Back-end developer;Data scientist or machine learning specialist;Database administrator;Full-stack developer;System administrator,21-23 years,180000.0,,180000.0
Yes,Yes,United States,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",,Data scientist or machine learning specialist;Designer;Desktop or enterprise applications developer;Embedded applications or devices developer,6-8 years,100000.0,,100000.0
Yes,No,United States,No,"Independent contractor, freelancer, or self-employed","Other doctoral degree (Ph.D, Ed.D., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",,Data or business analyst;Data scientist or machine learning specialist;Game or graphics developer,21-23 years,80000.0,Yearly,80000.0
Yes,Yes,United States,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)",,Back-end developer;Data scientist or machine learning specialist;Designer;Front-end developer;Full-stack developer,6-8 years,1200.0,Weekly,60000.0
Yes,Yes,United States,No,"Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)","Fine arts or performing arts (ex. graphic design, music, studio art)",,Back-end developer;Data scientist or machine learning specialist;Database administrator;Designer;Educator or academic researcher;Full-stack developer,15-17 years,65000.0,Yearly,65000.0
No,Yes,United States,No,"Independent contractor, freelancer, or self-employed","Other doctoral degree (Ph.D, Ed.D., etc.)",Mathematics or statistics,,Back-end developer;Data or business analyst;Data scientist or machine learning specialist,18-20 years,7000.0,Weekly,350000.0
Yes,Yes,United States,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)",,Data scientist or machine learning specialist;Full-stack developer,24-26 years,120000.0,Yearly,120000.0
Yes,No,United States,"Yes, full-time",Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Data scientist or machine learning specialist;Student,6-8 years,300.0,Weekly,15000.0
Yes,Yes,United States,"Yes, part-time","Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Data scientist or machine learning specialist;Educator or academic researcher;Game or graphics developer;Mobile developer;Student,6-8 years,240.0,Weekly,12000.0
Yes,Yes,United States,No,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",,"C-suite executive (CEO, CTO, etc.);Data scientist or machine learning specialist;Database administrator;Desktop or enterprise applications developer;Embedded applications or devices developer;Full-stack developer;Product manager;System administrator",15-17 years,65000.0,Yearly,65000.0
Yes,Yes,United States,"Yes, full-time","Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)","Information systems, information technology, or system administration",,Data or business analyst;Data scientist or machine learning specialist;Educator or academic researcher,18-20 years,1200000.0,Yearly,18785.0
Yes,No,United States,"Yes, full-time",Employed part-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",,Data scientist or machine learning specialist;Educator or academic researcher;Front-end developer;Student,6-8 years,40000.0,Yearly,40000.0
Yes,Yes,United States,"Yes, full-time",Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Back-end developer;Data or business analyst;Data scientist or machine learning specialist;Database administrator;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer;Student,6-8 years,4000.0,Yearly,4000.0
Yes,No,United States,No,Employed full-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",,Back-end developer;Data or business analyst;Data scientist or machine learning specialist;Database administrator;Desktop or enterprise applications developer;Embedded applications or devices developer;Engineering manager;Front-end developer;Full-stack developer;Game or graphics developer;Mobile developer,24-26 years,170000.0,,170000.0
Yes,Yes,United States,"Yes, full-time",Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Data or business analyst;Data scientist or machine learning specialist;Educator or academic researcher;Student,12-14 years,60000.0,Monthly,720000.0
No,No,United States,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Data scientist or machine learning specialist;Designer;Full-stack developer;QA or test developer,6-8 years,29000.0,Yearly,29000.0
Yes,No,United States,No,"Independent contractor, freelancer, or self-employed","Other doctoral degree (Ph.D, Ed.D., etc.)","Computer science, computer engineering, or software engineering",,"Back-end developer;C-suite executive (CEO, CTO, etc.);Data scientist or machine learning specialist;Engineering manager;Front-end developer;Full-stack developer",24-26 years,3000.0,Weekly,150000.0
Yes,No,United States,,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,,Back-end developer;Data scientist or machine learning specialist;Full-stack developer,3-5 years,100000.0,Yearly,100000.0
Yes,No,United States,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;Data or business analyst;Data scientist or machine learning specialist,3-5 years,91000.0,Yearly,91000.0
Yes,No,United States,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)",,Data or business analyst;Data scientist or machine learning specialist,12-14 years,6000.0,Monthly,72000.0
Yes,No,United States,No,"Independent contractor, freelancer, or self-employed","Other doctoral degree (Ph.D, Ed.D., etc.)","A natural science (ex. biology, chemistry, physics)",,Data scientist or machine learning specialist;Full-stack developer;Mobile developer,18-20 years,100000.0,Yearly,122388.0
Yes,Yes,United States,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Fine arts or performing arts (ex. graphic design, music, studio art)",,Back-end developer;Data scientist or machine learning specialist;Database administrator;Designer;DevOps specialist;Front-end developer;Full-stack developer;Marketing or sales professional;Mobile developer;Product manager;QA or test developer;System administrator,18-20 years,50000.0,Yearly,50000.0
Yes,Yes,United States,"Yes, full-time","Independent contractor, freelancer, or self-employed",Associate degree,"A natural science (ex. biology, chemistry, physics)",,Data scientist or machine learning specialist;Student,3-5 years,1.0,Yearly,11906.0
Yes,Yes,United States,"Yes, part-time","Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,"A humanities discipline (ex. literature, history, philosophy)",,"Back-end developer;C-suite executive (CEO, CTO, etc.);Data or business analyst;Data scientist or machine learning specialist;Database administrator;Designer;DevOps specialist;Embedded applications or devices developer;Front-end developer;Full-stack developer;Game or graphics developer;Marketing or sales professional;Mobile developer;Product manager;Student;System administrator",12-14 years,7500.0,Monthly,90000.0
Yes,No,United States,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,,"C-suite executive (CEO, CTO, etc.);Data scientist or machine learning specialist;Full-stack developer",6-8 years,150000.0,,150000.0
Yes,Yes,United States,,"Independent contractor, freelancer, or self-employed",Associate degree,Mathematics or statistics,,Back-end developer;Data scientist or machine learning specialist;Database administrator;DevOps specialist;Engineering manager;Full-stack developer;System administrator,3-5 years,75000.0,Yearly,75000.0
Yes,Yes,United States,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)",,Back-end developer;Data or business analyst;Data scientist or machine learning specialist;Database administrator;Front-end developer;Full-stack developer;QA or test developer,3-5 years,300.0,Weekly,15000.0
Yes,Yes,United States,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,"Back-end developer;C-suite executive (CEO, CTO, etc.);Data or business analyst;Data scientist or machine learning specialist;Designer;Desktop or enterprise applications developer;Embedded applications or devices developer;Engineering manager;Front-end developer;Full-stack developer;Game or graphics developer;Mobile developer;System administrator",30 or more years,12000.0,Monthly,144000.0
